Merek,Model,Varian,Tahun,Transmisi,jarak_tempuh_max
Jeep,Grand Cherokee,V8 5.7 Automatic,2000,Automatic Triptonic,125000.0
BMW,Serie 3,320i E36 2.0,1994,Manual,100000.0
Honda,CR-V,2.4,2009,Automatic,90000.0
Daihatsu,Ayla,X,2017,Manual,10000.0
Mercedes-Benz,C-Class,C250,2011,Automatic Triptonic,85000.0
Ford,Escape,XLT,2003,Automatic,155000.0
Hino,Lain-lain,Lain-lain,2009,Manual,
BMW,Serie 3,318i,1992,Manual,45000.0
Honda,HR-V,E CVT,2018,Automatic,25000.0
Nissan,Grand livina,Lain-lain,2011,Automatic,45000.0
Mitsubishi,L300,Lain-lain,2000,Manual,50000.0
Suzuki,Ertiga,GX,2015,Manual,75000.0
BMW,Serie 3,325Ci 2.5 Coupe,2008,Automatic,35000.0
Isuzu,Panther,2.3,1993,Manual,130000.0
Honda,CR-V,Lain-lain,2017,Automatic,30000.0
Chevrolet,Orlando,LT,2012,Automatic,55000.0
Suzuki,Ertiga,GX,2014,Automatic,70000.0
KIA,Pride,Lain-lain,2010,Manual,65000.0
Wuling,Cortez,1.8,2018,Manual,10000.0
Ford,Fiesta,Style,2011,Automatic Triptonic,100000.0
Datsun,Cross,Lain-lain,2018,Automatic,15000.0
Suzuki,Baleno,,2019,Manual,5000.0
KIA,Carnival,GS,2000,Manual,120000.0
Isuzu,Panther,LM,2002,Manual,210000.0
Mini Cooper,Mini Cooper,Lain-lain,2017,Automatic,20000.0
Toyota,Corolla,Lain-lain,1997,Manual,240000.0
BMW,Serie 3,318i E46 1.8,2001,Automatic Triptonic,130000.0
Isuzu,Elf Minibus,Lain-lain,2018,Manual,50000.0
Hyundai,Coupe,Lain-lain,2008,Automatic,55000.0
Ford,laser,Lain-lain,1990,Manual,25000.0
Datsun,Go,Panca T,2019,Manual,5000.0
Chevrolet,Spin,LTZ,2013,Automatic,105000.0
BMW,X3,xDrive35i,2011,Automatic Triptonic,95000.0
Daihatsu,Terios,TX,2008,Manual,200000.0
Chevrolet,Spin,ACTIV,2014,Automatic Triptonic,75000.0
Daihatsu,Xenia,Li,2007,Manual,35000.0
Mitsubishi,Pajero Sport,Exceed,2010,Automatic,155000.0
Suzuki,Futura,Lain-lain,2002,Manual,35000.0
Jeep,Renegade,sport-renegrade,2012,Automatic,15000.0
Honda,Jazz,i-DSI,2005,Automatic Triptonic,50000.0
Jeep,Wrangler ,Sahara CRD,2011,Automatic,15000.0
Toyota,Innova,E,2010,Manual,95000.0
Hino,R260,,2014,Manual,215000.0
Chevrolet,Optra,Lain-lain,2004,Manual,135000.0
Daihatsu,Ayla,X,2015,Automatic,40000.0
Mazda,323,1.3,1988,Manual,30000.0
BMW,Serie 5,528i,1997,Automatic,125000.0
Suzuki,Ertiga,GL,2018,Manual,40000.0
Nissan,Grand livina,Lain-lain,2010,Manual,90000.0
Mitsubishi,Pajero Sport,2.5L Dakar,2016,Automatic Triptonic,45000.0
Mazda,CX-5,Elite,2019,Automatic Triptonic,10000.0
Volkswagen,Combi,,1985,Manual,155000.0
Mazda,BT-50,2.5 D Pickup,2012,Manual,130000.0
Hyundai,New Tucson,Lain-lain,2011,Automatic Triptonic,145000.0
Nissan,X-Trail,Lain-lain,2004,Automatic,115000.0
Honda,Jazz,RS CVT,2012,Automatic Triptonic,100000.0
Mazda,323,Interplay,1998,Manual,155000.0
Ford,Lynx,Ghia,2004,Manual,130000.0
Nissan,X-Trail,Lain-lain,2015,Automatic Triptonic,60000.0
Honda,Accord,VTi-L,2008,Automatic Triptonic,110000.0
Suzuki,Ertiga,GL,2016,Manual,15000.0
Opel,Blazer,DOHC LT,2000,Manual,185000.0
Nissan,Serena,HWS,2017,Automatic,15000.0
Nissan,March,1.5L,2014,Manual,70000.0
Mazda,2,R,2012,Automatic,65000.0
Suzuki,Splash,GL,2013,Manual,70000.0
Mazda,8,2.3,2011,Automatic Triptonic,90000.0
Nissan,Grand livina,Lain-lain,2012,Manual,135000.0
Mercedes-Benz,C-Class,C180,2004,Automatic Triptonic,50000.0
Honda,Jazz,RS CVT,2017,Automatic,50000.0
Mitsubishi,Pajero Sport,2.5L Dakar,2011,Automatic,65000.0
BMW,Serie 3,318i 2.0,2002,Automatic,80000.0
Isuzu,Grand touring,Lain-lain,2005,Manual,30000.0
Mazda,CX-5,Grand Touring,2016,Automatic Triptonic,20000.0
Daihatsu,Ayla,X,2015,Automatic,50000.0
BMW,X1,sDrive18i xLine,2016,Automatic Triptonic,15000.0
Toyota,Avanza,G,2013,Manual,35000.0
BMW,Serie 3,318i E46 1.8,1999,Automatic,245000.0
Honda,Brio,RS 1.2,2017,Automatic,10000.0
Chevrolet,Captiva,Lain-lain,2010,Automatic Triptonic,105000.0
Geely,MK 2,1.5 NA,2011,Manual,45000.0
Chevrolet,Aveo,LT,2014,Automatic Triptonic,125000.0
BMW,Serie 3,323i E36 2.5,1997,Manual,130000.0
Hyundai,Trajet,Lain-lain,2001,Manual,200000.0
Mazda,2,R,2017,Automatic,35000.0
Datsun,Go+,Panca T,2017,Manual,20000.0
Mini Cooper,Mini Cooper,Lain-lain,2015,Automatic Triptonic,35000.0
Mercedes-Benz,E-Class,E250,2011,Automatic,95000.0
Chevrolet,Spin,LT,2014,Manual,15000.0
Mercedes-Benz,E-Class,E250,2010,Automatic,70000.0
Chevrolet,Spin,LS,2014,Manual,85000.0
Chevrolet,Trooper,2.3,1987,Manual,180000.0
Proton,Gen2,Lain-lain,2013,Automatic,115000.0
Nissan,X-Trail,Lain-lain,2009,Automatic,105000.0
Daihatsu,Xenia,X 1.3 Plus,2009,Manual,105000.0
Mazda,2,V,2013,Automatic,65000.0
Hyundai,Santa Fe,Lain-lain,2018,Automatic Triptonic,10000.0
Chevrolet,Spin,LTZ,2015,Manual,125000.0
Daihatsu,Terios,TX,2010,Manual,40000.0
Honda,Jazz,RS,2017,Automatic,20000.0
BMW,Serie 3,318i E46 Facelift 2.0,2003,Automatic Triptonic,125000.0
Daihatsu,Espass,Lain-lain,1996,Manual,30000.0
Toyota,Avanza,G,2010,Manual,15000.0
Mazda,CX-5,Grand Touring,2014,Automatic Triptonic,35000.0
Suzuki,Swift,GT,2007,Automatic,100000.0
Holden,Lain-lain,Lain-lain,1985,Manual,35000.0
Mitsubishi,Triton,HD-X,2018,Manual,20000.0
Toyota,Vellfire,V,2011,Automatic,50000.0
KIA,Picanto,M/T,2010,Manual,60000.0
Honda,Freed,E,2009,Automatic,105000.0
BMW,Serie 6,Grancoupe,2012,Automatic,35000.0
Volkswagen,Kodok,Lain-lain,1985,Manual,
Lexus,LX,570,2009,Automatic,65000.0
Mazda,2,S,2012,Automatic,120000.0
Toyota,Innova,E,2008,Manual,145000.0
Hyundai,Lain-lain,Lain-lain,2001,Manual,150000.0
Toyota,Calya,E,2019,Manual,5000.0
BMW,Serie 3,318i E46 Facelift 2.0,2003,Automatic Triptonic,95000.0
KIA,Carens II,Lain-lain,2004,Manual,40000.0
Mercedes-Benz,E-Class,E250,2012,Automatic,60000.0
Chevrolet,Spin,LTZ,2013,Automatic,75000.0
Ford,Escape,XLT,2005,Automatic,175000.0
Mitsubishi,Pajero Sport,Dakar 2.4,2018,Automatic Triptonic,20000.0
Hummer,H3,Alpha V8,2009,Automatic,70000.0
Daihatsu,Xenia,X 1.3 Plus,2013,Manual,75000.0
KIA,Visto,Lain-lain,2000,Manual,195000.0
Mitsubishi,Pajero Sport,2.5L Dakar,2015,Automatic,90000.0
Ford,Ranger,Base Plus,2010,Manual,125000.0
KIA,Picanto,1.2 NA,2013,Manual,105000.0
BMW,Serie 3,320i Sport,2017,Automatic Triptonic,20000.0
Mercedes-Benz,C-Class,C200,2009,Automatic Triptonic,60000.0
Nissan,X-Trail,Lain-lain,2005,Automatic,120000.0
Mazda,323,Interplay,1998,Manual,20000.0
Honda,Mobilio,RS,2014,Automatic,55000.0
Mini Cooper,Mini Cooper,Lain-lain,2019,Automatic Triptonic,5000.0
Mercedes-Benz,GLA-Class,,2017,Automatic,20000.0
Chevrolet,Trax,Lain-lain,2018,Automatic,35000.0
Mercedes-Benz,E-Class,E280,1985,Manual,130000.0
Jeep,Rubicon,Lain-lain,2012,Automatic Triptonic,40000.0
Hyundai,Avega,SG,2007,Manual,105000.0
Daihatsu,Xenia,R 1.3 STD,2016,Manual,55000.0
BMW,Serie 5,Lain-lain,1989,Manual,50000.0
BMW,Serie 3,320i Sport,2019,Automatic,5000.0
Jeep,Wrangler ,Sport X,2014,Automatic Triptonic,75000.0
Daihatsu,Terios,TX,2014,Manual,90000.0
Jeep,Wrangler ,Sport X,2014,Automatic Triptonic,75000.0
Isuzu,D-Max,Lain-lain,2008,Manual,65000.0
Honda,Mobilio,S,2017,Manual,90000.0
Volkswagen,Beetle,Lain-lain,2000,Automatic,100000.0
Honda,Civic,1.8L,2012,Automatic Triptonic,25000.0
Mazda,2,R,2013,Automatic,60000.0
Nissan,Grand livina,,2012,Automatic,85000.0
Chevrolet,Captiva,Lain-lain,2011,Automatic,40000.0
Daihatsu,Gran max Pick-up,Lain-lain,2010,Manual,35000.0
Mazda,CX-5,Touring,2015,Automatic,40000.0
Honda,CR-V,2.0,2010,Automatic,120000.0
Isuzu,Panther,Pick Up Diesel,2004,Manual,105000.0
Honda,Accord,VTi-L,2011,Automatic,35000.0
Mercedes-Benz,C-Class,C300,2012,Automatic Triptonic,45000.0
Daihatsu,Sirion,D Sport,2015,Automatic,45000.0
Nissan,Grand livina,Lain-lain,2011,Automatic,55000.0
Daihatsu,Feroza,Lain-lain,1993,Manual,60000.0
Toyota,Rush,TRD Sportivo Ultimo,2016,Automatic,55000.0
Mitsubishi,Pajero,,2014,Manual,110000.0
Nissan,X-Trail,Lain-lain,2004,Automatic,175000.0
Isuzu,Elf Minibus,2.8 Minibus Diesel,2012,Manual,100000.0
Wuling,Cortez,1.8,2017,Automatic,20000.0
Honda,Lain-lain,Lain-lain,1999,Manual,30000.0
Datsun,Go+,Panca T Style,2016,Manual,65000.0
Toyota,Innova,G,2015,Manual,65000.0
Holden,Premier,Lain-lain,1985,Manual,
Suzuki,Ignis,GX MT ,2018,Manual,20000.0
Mazda,8,2.3,2012,Automatic Triptonic,100000.0
Isuzu,Panther,2.5,1996,Manual,215000.0
BMW,Serie 3,318i 1.8,2000,Automatic Triptonic,5000.0
Chevrolet,Spin,LS,2014,Manual,25000.0
Foton,Foton,2.8 CRDi,2012,Manual,20000.0
Honda,Brio,,2013,Automatic,70000.0
Suzuki,Ertiga,GL,2013,Manual,130000.0
Honda,Civic,1.8L,2006,Manual,60000.0
Suzuki,Ertiga,GX,2014,Manual,60000.0
Ford,laser,Lain-lain,1992,Manual,40000.0
Audi,Audi A5,Coupe,2017,Automatic Triptonic,5000.0
Nissan,Elgrand,HWS,2005,Automatic Triptonic,70000.0
Toyota,Innova,G,2009,Automatic,185000.0
Datsun,Go+,Panca T Opt,2014,Manual,90000.0
Mercedes-Benz,M-Class,Lain-lain,2013,Automatic Triptonic,45000.0
Mercedes-Benz,A-Class,,2013,Automatic,40000.0
Land Rover,Range Rover Evoque,Dynamic Luxury Si4,2012,Automatic,25000.0
Tata,Vista,GZX,2013,Manual,75000.0
Isuzu,Panther,LS Hi Grade,2001,Automatic,210000.0
Honda,Lain-lain,Lain-lain,1995,Automatic,270000.0
Lexus,NX,200T F-Sport,2016,Automatic,55000.0
Ford,laser,Lain-lain,1989,Manual,55000.0
Jeep,Jeep,Lain-lain,1994,Automatic,125000.0
Chevrolet,Spin,LTZ,2015,Automatic Triptonic,45000.0
Nissan,Grand livina,Lain-lain,2015,Automatic,5000.0
KIA,Picanto,Lain-lain,2010,Manual,45000.0
Chevrolet,Aveo,LT,2004,Manual,15000.0
Peugeot,307,Sporty XS,2003,Manual,155000.0
BMW,Serie 3,320i,2012,Automatic Triptonic,75000.0
Nissan,Serena,Lain-lain,1999,Manual,20000.0
Mazda,Baby Boomer,Lain-lain,1993,Manual,275000.0
Isuzu,Panther,,2004,Automatic,105000.0
BMW,Serie 3,318i 1.8,1990,Manual,125000.0
Daihatsu,Ayla,X Elegant,2016,Manual,20000.0
Chevrolet,Trax,LTZ,2016,Automatic Triptonic,40000.0
Daihatsu,Ayla,X,2015,Manual,45000.0
Hino,Lain-lain,,2014,Manual,100000.0
Mitsubishi,Xpander,ULTIMATE A/T,2018,Automatic,15000.0
BMW,Serie 3,328i Sport,2013,Automatic,70000.0
Mercedes-Benz,E-Class,E240,2004,Automatic,100000.0
Mitsubishi,Xpander,,2019,Automatic,5000.0
Nissan,X-Trail,,2010,Automatic,165000.0
Lain-lain,Lain-lain,,2019,Automatic,5000.0
Toyota,Calya,E,2017,Manual,60000.0
Isuzu,Panther,2.5,1998,Manual,155000.0
Honda,Brio,RS,2016,Manual,25000.0
Chevrolet,Orlando,,2012,Automatic Triptonic,80000.0
Toyota,Vellfire,G,2014,Automatic,35000.0
Daihatsu,Sirion,M Sport,2016,Automatic,30000.0
Mazda,CX-5,Lain-lain,2014,Automatic,50000.0
Hyundai,Verna,Lain-lain,2002,Automatic,180000.0
Daihatsu,Xenia,R 1.3 DLX,2014,Manual,50000.0
Mitsubishi,Lancer Evolution,2.0 Evolution 3,1993,Manual,220000.0
Suzuki,Wagon R,,2017,Manual,25000.0
Mazda,2,R,2016,Automatic Triptonic,30000.0
Suzuki,Ertiga,GX,2016,Manual,65000.0
Daihatsu,Charade,Lain-lain,1989,Manual,40000.0
Mazda,CX-9,GT,2013,Automatic Triptonic,35000.0
Hyundai,Matrix,Lain-lain,2003,Manual,110000.0
Toyota,Agya,TRD Sportivo,2015,Manual,85000.0
Jeep,Cherokee,Lain-lain,1998,Automatic,145000.0
Nissan,X-Trail,Lain-lain,2009,Automatic,110000.0
Mazda,323,Interplay,1992,Manual,155000.0
Daihatsu,Terios,TX Adventure,2015,Manual,30000.0
Chevrolet,Captiva,Lain-lain,2013,Automatic,105000.0
BMW,Serie 3,318i E46 1.8,2001,Automatic,110000.0
Isuzu,Grand touring,Lain-lain,2013,Manual,120000.0
Mazda,2,R,2010,Automatic Triptonic,135000.0
Chevrolet,Blazer,Lain-lain,2017,Automatic,50000.0
Peugeot,405,2.0,1995,Manual,120000.0
Honda,HR-V,,2019,Manual,5000.0
KIA,Picanto,SE,2007,Manual,35000.0
Volkswagen,Golf,MkVII 1.4 TSI,2013,Automatic,65000.0
Isuzu,D-Max,Lain-lain,2010,Manual,95000.0
Mini Cooper,Mini Cooper,Lain-lain,2016,Automatic,10000.0
Isuzu,D-Max,Lain-lain,2003,Manual,
Toyota,Avanza,Veloz,2016,Automatic,35000.0
Mercedes-Benz,E-Class,E400,2016,Automatic Triptonic,50000.0
Hummer,H3,L5 3.5,2009,Automatic,40000.0
Mitsubishi,Pajero Sport,Dakar 2.4,2016,Automatic Triptonic,50000.0
Isuzu,Panther,2.5,1996,Manual,225000.0
Nissan,March,1.2L,2011,Manual,95000.0
Honda,CR-V,2.0,2009,Automatic,125000.0
Toyota,Rush,TRD Sportivo,2014,Automatic,30000.0
Toyota,Innova,G,2008,Manual,110000.0
Mitsubishi,Mirage,Exceed,2014,Automatic,45000.0
Datsun,Go,Panca T Active,2016,Manual,20000.0
Isuzu,Lain-lain,Lain-lain,2017,Manual,95000.0
BMW,Serie 7,740Li,2009,Automatic,45000.0
Honda,Brio,Satya E,2014,Manual,55000.0
Chevrolet,Spin,,2014,Automatic,85000.0
Lexus,GS,300,2009,Automatic Triptonic,35000.0
Suzuki,Karimun,GX,2000,Manual,105000.0
Honda,Jazz,RS M/T,2013,Automatic,45000.0
Chevrolet,Aveo,LT,2003,Automatic,140000.0
Daihatsu,Gran max Pick-up,,2019,Manual,5000.0
Nissan,Grand livina,Lain-lain,2013,Manual,95000.0
Mercedes-Benz,C-Class,C250,2011,Automatic,55000.0
Hyundai,Atoz,GLS,2006,Manual,
Hyundai,i20,SG,2009,Automatic,155000.0
Mitsubishi,Xpander,SPORT A/T,2019,Automatic,5000.0
Mazda,8,,2012,Automatic Triptonic,90000.0
Honda,City,E,2010,Automatic,80000.0
Nissan,Grand livina,Lain-lain,2008,Automatic,165000.0
BMW,Serie 3,323i E36 2.5,1997,Manual,195000.0
Chevrolet,Spark,LT,2010,Manual,90000.0
Hyundai,Atoz,GLX,2003,Manual,70000.0
BMW,Serie 3,318i,1997,Manual,105000.0
Suzuki,Ertiga,GL,2017,Manual,80000.0
Nissan,Livina,Lain-lain,2014,Automatic,100000.0
Mazda,Biante,2.0,2013,Automatic,105000.0
Toyota,Kijang,SGX,1995,Manual,25000.0
Nissan,Grand livina,Lain-lain,2012,Automatic,100000.0
Chevrolet,Captiva,Lain-lain,2011,Automatic Triptonic,55000.0
Chevrolet,Captiva,Lain-lain,2009,Automatic,135000.0
Ford,Fiesta,Trend,2012,Manual,40000.0
Fiat,500,Lain-lain,2013,Automatic Triptonic,50000.0
Peugeot,505,Lain-lain,1989,Manual,105000.0
Mitsubishi,Colt,Lain-lain,1985,Manual,
BMW,Serie 3,320i E90 LCI,2011,Automatic Triptonic,95000.0
Daihatsu,Ayla,X,2015,Automatic,40000.0
Toyota,Avanza,Veloz,2018,Manual,10000.0
Honda,Jazz,i-DSI,2005,Manual,250000.0
Suzuki,Baleno,1.6,2000,Manual,15000.0
Mitsubishi,Pajero Sport,Dakar,2013,Automatic Triptonic,110000.0
BMW,Serie 3,320i Sport,2016,Automatic,35000.0
Peugeot,406,2.0,2001,Manual,180000.0
BMW,X5,xDrive35i xLine,2014,Automatic,55000.0
Chevrolet,Spin,LS,2016,Manual,85000.0
Mercedes-Benz,CLA-Class,CLA45 AMG,2015,Automatic,30000.0
Hyundai,New Tucson,,2011,Automatic Triptonic,85000.0
Isuzu,Panther,Grand Touring,2016,Manual,60000.0
Ford,Fiesta,Trend,2012,Automatic Triptonic,100000.0
Ford,Ranger,Base Plus,2006,Manual,15000.0
Isuzu,Panther,2.5,2000,Manual,120000.0
Mazda,CX-3,Grand Touring,2018,Automatic,15000.0
Daihatsu,Terios,Extra X,2016,Manual,20000.0
Opel,Blazer,Lain-lain,1996,Manual,
Mitsubishi,Kuda,Super Exceed,2000,Manual,200000.0
Mitsubishi,Maven,GLX,2006,Manual,25000.0
Toyota,Innova,G Luxury,2009,Automatic,140000.0
Daihatsu,Ayla,X,2015,Manual,105000.0
Mazda,Tribute,4X2,2007,Automatic,115000.0
BMW,Serie 3,320i Business Edition,2008,Automatic Triptonic,45000.0
Mazda,Astina,Lain-lain,1991,Manual,5000.0
Chevrolet,Captiva,Lain-lain,2013,Automatic Triptonic,45000.0
Honda,Freed,E,2012,Automatic,100000.0
Suzuki,Karimun estillo,Lain-lain,2012,Manual,70000.0
Mazda,Lain-lain,Lain-lain,2013,Manual,75000.0
BMW,Serie 5,523i,2010,Automatic,35000.0
Jeep,Sahara,,2012,Automatic,30000.0
Ford,Fiesta,Trend,2013,Automatic,45000.0
Mazda,Biante,2.0 SKYACTIV,2013,Automatic Triptonic,30000.0
Suzuki,Carry,Lain-lain,1986,Manual,40000.0
Mazda,CX-5,Grand Touring,2015,Automatic,80000.0
Ford,Fiesta,Style,2012,Manual,130000.0
Suzuki,Karimun,Lain-lain,2015,Manual,30000.0
Chevrolet,Orlando,LT,2014,Automatic,85000.0
BMW,Serie 3,320i E90 LCI,2016,Automatic Triptonic,20000.0
Mitsubishi,Colt,3.9,2004,Manual,130000.0
Chevrolet,Captiva,Lain-lain,2013,Automatic Triptonic,135000.0
Mercedes-Benz,GLA-Class,GLA200,2015,Automatic,20000.0
Nissan,Livina,Lain-lain,2010,Automatic,85000.0
KIA,Rio,Hatchback,2015,Automatic,40000.0
Suzuki,Forsa,Lain-lain,1985,Manual,280000.0
Mitsubishi,Lancer,1.6 GLXi,1998,Manual,225000.0
Proton,Gen2,Lain-lain,2010,Automatic Triptonic,105000.0
Tata,Lain-lain,Lain-lain,2008,Manual,30000.0
Nissan,Grand livina,Lain-lain,2013,Automatic,80000.0
Mazda,CX-5,Grand Touring,2012,Automatic Triptonic,35000.0
Isuzu,D-Max,Lain-lain,2011,Manual,155000.0
Suzuki,Carry Pick-up,Lain-lain,2015,Manual,55000.0
Mazda,626,1.6,1985,Manual,100000.0
Fiat,Lain-lain,Lain-lain,1985,Manual,45000.0
Datsun,Cross,Lain-lain,2018,Automatic,10000.0
Honda,Brio,E,2014,Manual,20000.0
Hyundai,Cakra,Lain-lain,1997,Automatic,45000.0
Hyundai,Santa Fe,Petrol,2014,Automatic Triptonic,55000.0
Tata,Super Ace,DLS,2016,Manual,55000.0
Fiat,Uno,Lain-lain,1993,Manual,25000.0
Hyundai,Atoz,GLS,2004,Manual,175000.0
Datsun,Cross,Lain-lain,2018,Automatic,20000.0
Ford,Ranger,Standard,2010,Manual,30000.0
Isuzu,Grand touring,Lain-lain,2010,Manual,90000.0
Chevrolet,Spin,LTZ,2013,Automatic,100000.0
Toyota,Innova,G,2014,Manual,65000.0
Daihatsu,Ayla,X,2016,Manual,20000.0
KIA,Visto,Lain-lain,2000,Manual,120000.0
Lexus,RX,270,2013,Automatic,50000.0
Mazda,Vantrend,1.4,1994,Manual,225000.0
Suzuki,Ertiga,GL,2016,Automatic,45000.0
Isuzu,Panther,2.5,2009,Manual,150000.0
Ford,Everest,XLT,2012,Manual,80000.0
Chevrolet,Captiva,Lain-lain,2012,Automatic Triptonic,95000.0
Mazda,BT-50,2.5 Basic,2009,Manual,100000.0
Suzuki,Ertiga,GX,2016,Automatic,30000.0
Daihatsu,Sigra,1.2 X,2017,Automatic,40000.0
KIA,Sedona,Lain-lain,2003,Automatic,260000.0
Honda,Jazz,Lain-lain,2007,Automatic Triptonic,120000.0
Ford,Ecosport,Titanium,2014,Automatic,50000.0
Mercedes-Benz,E-Class,E320,1996,Automatic,145000.0
Ford,Lain-lain,Lain-lain,2011,Automatic,115000.0
Honda,CR-V,2.0 i-VTEC,2008,Automatic,170000.0
BMW,Serie 5,523i,2010,Automatic Triptonic,65000.0
BMW,Serie 3,320i Sport,2018,Automatic,15000.0
Toyota,Fortuner,G Luxury,2012,Automatic,80000.0
Toyota,Yaris,E,2011,Automatic,75000.0
Suzuki,Ignis,,2019,Manual,5000.0
Mercedes-Benz,A-Class,A45,2014,Automatic Triptonic,35000.0
Chevrolet,Spark,Lain-lain,2017,Automatic,20000.0
Isuzu,Panther,2.3,1996,Manual,
KIA,Visto,Lain-lain,2000,Manual,95000.0
Isuzu,Panther,LS,2002,Manual,15000.0
Toyota,Avanza,G,2017,Manual,35000.0
Chevrolet,Captiva,Lain-lain,2011,Manual,50000.0
Daihatsu,Ayla,X,2016,Manual,30000.0
Mitsubishi,L300,Pick Up,2012,Manual,40000.0
Mercedes-Benz,C-Class,C180,2001,Automatic,110000.0
Toyota,Corolla,DX,1985,Manual,215000.0
KIA,Travello,Option 2,2009,Manual,105000.0
Isuzu,Panther,LS,2008,Manual,170000.0
Mercedes-Benz,C-Class,C240,2006,Automatic Triptonic,80000.0
Datsun,Go,Panca T Active,2015,Manual,60000.0
Mazda,2,V,2012,Automatic,70000.0
Isuzu,Elf Minibus,2.8 Minibus Diesel,2014,Manual,280000.0
Mini Cooper,Mini Cooper,Lain-lain,2016,Automatic Triptonic,10000.0
Hino,Ranger,Lain-lain,1996,Manual,160000.0
Chevrolet,Trax,Lain-lain,2019,Automatic,5000.0
Nissan,Livina,Lain-lain,2013,Automatic,100000.0
Toyota,Innova,G,2012,Manual,45000.0
Datsun,Go+,Panca T Opt,2015,Manual,25000.0
Toyota,Calya,G,2017,Manual,15000.0
Honda,Jazz,RS,2009,Automatic Triptonic,75000.0
Isuzu,Lain-lain,Lain-lain,2014,Manual,15000.0
Mazda,CX-5,Grand Touring,2013,Automatic,55000.0
BMW,Serie 3,318i E46 1.8,1996,Manual,205000.0
BMW,Serie 3,318i E30 1.8,1991,Manual,280000.0
Datsun,Go+,Panca T,2018,Manual,20000.0
Honda,Civic,Turbo 1.5,2017,Automatic Triptonic,25000.0
Mitsubishi,Pajero Sport,Exceed,2012,Automatic,165000.0
KIA,Visto,Lain-lain,2001,Manual,95000.0
Mitsubishi,Kuda,GLS,2000,Manual,285000.0
Daihatsu,Xenia,M 1.0 Deluxe,2012,Manual,10000.0
Chevrolet,Zafira,1.8,2004,Manual,135000.0
Lain-lain,Lain-lain,Lain-lain,1997,Manual,90000.0
Lain-lain,Lain-lain,,2004,Manual,60000.0
Chevrolet,Trooper,2.3,1992,Manual,160000.0
Mercedes-Benz,B-Class,B170,2007,Automatic Triptonic,95000.0
Mitsubishi,Xpander,EXCEED A/T,2017,Automatic,30000.0
KIA,Sportage,Plantinum,2012,Automatic Triptonic,70000.0
Mercedes-Benz,GLE-Class,GLE400,2016,Automatic,20000.0
Honda,Jazz,RS,2013,Automatic Triptonic,130000.0
Honda,BR-V,E,2017,Automatic,20000.0
Suzuki,SX4,Cross Over,2008,Automatic,130000.0
BMW,Serie 5,528i E39 2.8,2000,Automatic Triptonic,85000.0
Nissan,Grand livina,Lain-lain,2011,Automatic Triptonic,135000.0
Daihatsu,Xenia,R 1.3 Sporty,2017,Manual,110000.0
Daihatsu,Ayla,X,2013,Manual,75000.0
Daihatsu,Sigra,1.2 R,2016,Manual,35000.0
KIA,Picanto,SE 2,2011,Manual,60000.0
Hyundai,Getz,Lain-lain,2005,Manual,120000.0
Ford,Ecosport,Titanium,2015,Automatic,65000.0
Wuling,Lain-lain,Lain-lain,2019,Manual,5000.0
Suzuki,SX4,Cross Over,2009,Automatic,70000.0
Ford,Fiesta,Trend,2011,Automatic,145000.0
Daihatsu,Taruna,FX,2003,Manual,105000.0
Toyota,Yaris,E,2012,Automatic Triptonic,80000.0
Volkswagen,Polo,,2012,Automatic,50000.0
Volkswagen,Golf,TSI,2011,Automatic Triptonic,85000.0
Datsun,Go+,Panca T Opt,2015,Manual,35000.0
Toyota,Innova,G,2014,Automatic,90000.0
Chevrolet,Orlando,LT,2015,Automatic,65000.0
Toyota,Fortuner,VRZ,2016,Automatic Triptonic,40000.0
Honda,Brio,,2019,Manual,5000.0
Suzuki,SX4,Cross Over,2008,Automatic Triptonic,100000.0
Daihatsu,Terios,TX Adventure,2012,Automatic,65000.0
KIA,Picanto,A/T,2011,Automatic,55000.0
Volkswagen,Golf,GTI,2007,Automatic,70000.0
Nissan,Serena,Lain-lain,2016,Automatic,30000.0
Chevrolet,Spin,LTZ,2015,Automatic Triptonic,45000.0
Toyota,Avanza,E,2016,Manual,65000.0
Mini Cooper,Mini Cooper,Lain-lain,2015,Automatic,35000.0
Volvo,960,Lain-lain,1994,Automatic,130000.0
Ford,Ecosport,Trend,2014,Automatic,70000.0
Hyundai,Atoz,GLS,2004,Manual,120000.0
Mercedes-Benz,S-Class,S320,1999,Automatic,70000.0
Hyundai,Accent,GLS,2001,Manual,105000.0
KIA,Sportage,LX,2007,Automatic,100000.0
BMW,Serie 3,318i E46 Facelift 2.0,2004,Automatic,110000.0
Ford,Fiesta,Trend,2012,Automatic Triptonic,80000.0
Honda,Jazz,RS,2018,Automatic,20000.0
Nissan,Lain-lain,Lain-lain,2013,Manual,135000.0
Nissan,Grand livina,Lain-lain,2013,Automatic,90000.0
Mercedes-Benz,C-Class,C200,2012,Automatic Triptonic,35000.0
Mazda,Biante,2.0 SKYACTIV,2013,Automatic,75000.0
Honda,Brio,RS,2017,Automatic,25000.0
Timor,DOHC,1.5,2000,Manual,225000.0
Peugeot,306,ST,2002,Manual,210000.0
Mitsubishi,Pajero Sport,Dakar 2.4,2011,Automatic,55000.0
BMW,Serie 3,323i E36 2.5,1998,Automatic,100000.0
Isuzu,Lain-lain,,2016,Manual,100000.0
Hyundai,Verna,Lain-lain,2003,Manual,45000.0
